Transaction_ID,Items
1348,"Hot Dog, Veg Burger, Coke"
1349,"Ice Cream, Brownie"
1350,"Chole Bhature, Lassi"
1351,"Pav Bhaji, Lassi"
1352,"Momos, Pepsi, Fruit Salad"
1353,"Coffee, Brownie"
1354,"Masala Dosa, Filter Coffee, Falooda"
1355,"Burger, Fries, Coke"
1356,"Sandwich, Cold Coffee, Donut"
1357,"Noodles, Manchurian, Sprite"
1358,"Rasgulla, Tea"
1359,"Masala Dosa, Filter Coffee, Falooda"
1360,"Sandwich, Cold Coffee"
1361,"Pizza, Garlic Bread, Pepsi"
1362,"Hot Dog, Veg Burger, Coke"
1363,"Chole Bhature, Lassi"
1364,"Masala Dosa, Filter Coffee, Pickle"
1365,"Pav Bhaji, Lassi"
1366,"Burger, Fries, Coke"
1367,"Pav Bhaji, Lassi"
1368,"Rasgulla, Tea, Lemon Soda"
1369,"Momos, Pepsi"
1370,"Masala Dosa, Filter Coffee"
1371,"Biryani, Raita, Gulab Jamun, Falooda"
1372,"Burger, Fries, Coke"
1373,"Burger, Fries, Coke, Lemon Soda"
1374,"Samosa, Tea, Orange Juice"
1375,"Coffee, Brownie, Pastry"
1376,"Rasgulla, Tea"
1377,"Samosa, Tea"
1378,"Noodles, Manchurian, Sprite"
1379,"Biryani, Raita, Gulab Jamun"
1380,"Chole Bhature, Lassi"
1381,"Coffee, Brownie, Pastry"
1382,"Masala Dosa, Filter Coffee"
1383,"Paneer Tikka, Naan, Coke"
1384,"Momos, Pepsi"
1385,"Masala Dosa, Filter Coffee"
1386,"Ice Cream, Brownie"
1387,"Kachori, Jalebi, Tea"
1388,"Hot Dog, Veg Burger, Coke"
1389,"Masala Dosa, Filter Coffee"
1390,"Pasta, Garlic Bread, Coke, French Fries"
1391,"Rasgulla, Tea"
1392,"Rasgulla, Tea, Pickle"
1393,"Kachori, Jalebi, Tea, Chocolate Cake"
1394,"Momos, Pepsi, Mineral Water"
1395,"Hot Dog, Veg Burger, Coke, Pickle"
1396,"Masala Dosa, Filter Coffee"
1397,"Biryani, Raita, Gulab Jamun"
1398,"Coffee, Brownie"
1399,"Sandwich, Cold Coffee, Mineral Water"
1400,"Pav Bhaji, Lassi, Chocolate Cake"
1401,"Burger, Fries, Coke, Muffin"
1402,"Paneer Tikka, Naan, Coke"
1403,"Paneer Tikka, Naan, Coke"
1404,"Chole Bhature, Lassi"
1405,"Chole Bhature, Lassi, Donut"
1406,"Rasgulla, Tea"
1407,"Hot Dog, Veg Burger, Coke, Mineral Water"
1408,"Pizza, Garlic Bread, Pepsi, Pickle"
1409,"Sandwich, Cold Coffee"
1410,"Biryani, Raita, Gulab Jamun, Soup"
1411,"Masala Dosa, Filter Coffee"
1412,"Ice Cream, Brownie"
1413,"Biryani, Raita, Gulab Jamun, Donut"
1414,"Burger, Fries, Coke"
1415,"Masala Dosa, Filter Coffee"
1416,"Paneer Tikka, Naan, Coke, Chocolate Cake"
1417,"Coffee, Brownie, Lemon Soda"
1418,"Paneer Tikka, Naan, Coke"
1419,"Ice Cream, Brownie, Curd"
1420,"Pasta, Garlic Bread, Coke, Salad"
1421,"Chole Bhature, Lassi"
1422,"Momos, Pepsi, Papad"
1423,"Burger, Fries, Coke"
1424,"Pasta, Garlic Bread, Coke"
1425,"Kachori, Jalebi, Tea"
1426,"Vada Pav, Tea, Orange Juice"
1427,"Pasta, Garlic Bread, Coke"
1428,"Momos, Pepsi"
1429,"Pasta, Garlic Bread, Coke"
1430,"Momos, Pepsi"
1431,"Sandwich, Cold Coffee, Soup"
1432,"Masala Dosa, Filter Coffee"
1433,"Chole Bhature, Lassi"
1434,"Idli, Sambar, Filter Coffee, Muffin"
1435,"Idli, Sambar, Filter Coffee, Milkshake"
1436,"Rasgulla, Tea, Chocolate Cake"
1437,"Biryani, Raita, Gulab Jamun"
1438,"Ice Cream, Brownie"
1439,"Rasgulla, Tea, Salad"
1440,"Chole Bhature, Lassi"
1441,"Paneer Tikka, Naan, Coke"
1442,"Momos, Pepsi"
1443,"Hot Dog, Veg Burger, Coke"
1444,"Biryani, Raita, Gulab Jamun"
1445,"Pizza, Garlic Bread, Pepsi"
1446,"Noodles, Manchurian, Sprite"
1447,"Kachori, Jalebi, Tea, Muffin"
1448,"Masala Dosa, Filter Coffee"
1449,"Masala Dosa, Filter Coffee"
1450,"Veg Fried Rice, Spring Roll, Sprite, Sweet Corn"
1451,"Biryani, Raita, Gulab Jamun"
1452,"Paneer Tikka, Naan, Coke, Pastry"
1453,"Kachori, Jalebi, Tea, Mineral Water"
1454,"Biryani, Raita, Gulab Jamun"
1455,"Chole Bhature, Lassi"
1456,"Sandwich, Cold Coffee"
1457,"Burger, Fries, Coke"
1458,"Kachori, Jalebi, Tea"
1459,"Paneer Tikka, Naan, Coke, Pastry"
1460,"Samosa, Tea"
1461,"Rasgulla, Tea"
1462,"Vada Pav, Tea"
1463,"Rasgulla, Tea"
1464,"Pasta, Garlic Bread, Coke"
1465,"Pav Bhaji, Lassi"
1466,"Sandwich, Cold Coffee"
1467,"Momos, Pepsi"
1468,"Momos, Pepsi, Milkshake"
1469,"Chole Bhature, Lassi, Soup"
1470,"Pizza, Garlic Bread, Pepsi"
1471,"Coffee, Brownie"
1472,"Pizza, Garlic Bread, Pepsi"
1473,"Sandwich, Cold Coffee"
1474,"Burger, Fries, Coke, Curd"
1475,"Pasta, Garlic Bread, Coke, Donut"
1476,"Vada Pav, Tea"
1477,"Hot Dog, Veg Burger, Coke, Muffin"
1478,"Coffee, Brownie, Sweet Corn"
1479,"Kachori, Jalebi, Tea"
1480,"Veg Fried Rice, Spring Roll, Sprite"
1481,"Paneer Tikka, Naan, Coke"
1482,"Noodles, Manchurian, Sprite"
1483,"Pizza, Garlic Bread, Pepsi"
1484,"Masala Dosa, Filter Coffee, Fruit Salad"
1485,"Chole Bhature, Lassi, Fruit Salad"
1486,"Rasgulla, Tea, Lemon Soda"
1487,"Veg Fried Rice, Spring Roll, Sprite"
1488,"Hot Dog, Veg Burger, Coke, Salad"
1489,"Pav Bhaji, Lassi"
1490,"Sandwich, Cold Coffee"
1491,"Idli, Sambar, Filter Coffee"
1492,"Vada Pav, Tea"
1493,"Hot Dog, Veg Burger, Coke"
1494,"Kachori, Jalebi, Tea"
1495,"Momos, Pepsi"
1496,"Pav Bhaji, Lassi, Milkshake"
1497,"Biryani, Raita, Gulab Jamun, Soup"
1498,"Pizza, Garlic Bread, Pepsi, Lemon Soda"
1499,"Hot Dog, Veg Burger, Coke"
1500,"Veg Fried Rice, Spring Roll, Sprite, Sweet Corn"
1501,"Noodles, Manchurian, Sprite, French Fries"
1502,"Momos, Pepsi"
1503,"Masala Dosa, Filter Coffee"
1504,"Burger, Fries, Coke, Curd"
1505,"Sandwich, Cold Coffee"
1506,"Chole Bhature, Lassi"
1507,"Idli, Sambar, Filter Coffee, Muffin"
1508,"Pasta, Garlic Bread, Coke"
1509,"Kachori, Jalebi, Tea"
1510,"Vada Pav, Tea, Papad"
1511,"Ice Cream, Brownie"
1512,"Kachori, Jalebi, Tea, Chocolate Cake"
1513,"Momos, Pepsi, Milkshake"
1514,"Coffee, Brownie"
1515,"Sandwich, Cold Coffee"
1516,"Pasta, Garlic Bread, Coke, Fruit Salad"
1517,"Hot Dog, Veg Burger, Coke"
1518,"Kachori, Jalebi, Tea"
1519,"Coffee, Brownie"
1520,"Burger, Fries, Coke"
1521,"Pasta, Garlic Bread, Coke, Sweet Corn"
1522,"Chole Bhature, Lassi"
1523,"Pizza, Garlic Bread, Pepsi"
1524,"Rasgulla, Tea"
1525,"Coffee, Brownie"
1526,"Hot Dog, Veg Burger, Coke"
1527,"Momos, Pepsi"
1528,"Pav Bhaji, Lassi"
1529,"Masala Dosa, Filter Coffee"
1530,"Ice Cream, Brownie, Chocolate Cake"
1531,"Momos, Pepsi, Milkshake"
1532,"Ice Cream, Brownie"
1533,"Masala Dosa, Filter Coffee"
1534,"Coffee, Brownie"
1535,"Hot Dog, Veg Burger, Coke"
1536,"Pasta, Garlic Bread, Coke"
1537,"Coffee, Brownie"
1538,"Rasgulla, Tea, Chocolate Cake"
1539,"Momos, Pepsi, Mineral Water"
1540,"Momos, Pepsi"
1541,"Noodles, Manchurian, Sprite, Soup"
1542,"Noodles, Manchurian, Sprite, Salad"
1543,"Samosa, Tea, Lemon Soda"
1544,"Coffee, Brownie"
1545,"Rasgulla, Tea"
1546,"Idli, Sambar, Filter Coffee, Orange Juice"
1547,"Biryani, Raita, Gulab Jamun"
1548,"Masala Dosa, Filter Coffee, Salad"
1549,"Burger, Fries, Coke"
1550,"Veg Fried Rice, Spring Roll, Sprite"
1551,"Masala Dosa, Filter Coffee"
1552,"Masala Dosa, Filter Coffee"
1553,"Biryani, Raita, Gulab Jamun, Sweet Corn"
1554,"Paneer Tikka, Naan, Coke"
1555,"Momos, Pepsi"
1556,"Pizza, Garlic Bread, Pepsi"
1557,"Pav Bhaji, Lassi"
1558,"Coffee, Brownie"
1559,"Noodles, Manchurian, Sprite, French Fries"
1560,"Hot Dog, Veg Burger, Coke, Papad"
1561,"Pasta, Garlic Bread, Coke, Soup"
1562,"Noodles, Manchurian, Sprite"
1563,"Masala Dosa, Filter Coffee, Salad"
1564,"Pasta, Garlic Bread, Coke"
1565,"Idli, Sambar, Filter Coffee"
1566,"Kachori, Jalebi, Tea"
1567,"Paneer Tikka, Naan, Coke"
1568,"Samosa, Tea, Donut"
1569,"Pav Bhaji, Lassi"
1570,"Masala Dosa, Filter Coffee"
1571,"Chole Bhature, Lassi, Falooda"
1572,"Samosa, Tea, French Fries"
1573,"Rasgulla, Tea"
1574,"Vada Pav, Tea"
1575,"Pizza, Garlic Bread, Pepsi"
1576,"Sandwich, Cold Coffee"
1577,"Kachori, Jalebi, Tea, Salad"
1578,"Vada Pav, Tea"
1579,"Burger, Fries, Coke, Chocolate Cake"
1580,"Paneer Tikka, Naan, Coke"
1581,"Vada Pav, Tea"
1582,"Momos, Pepsi"
1583,"Veg Fried Rice, Spring Roll, Sprite"
1584,"Burger, Fries, Coke, Chocolate Cake"
1585,"Noodles, Manchurian, Sprite, Pastry"
1586,"Paneer Tikka, Naan, Coke"
1587,"Vada Pav, Tea"
1588,"Kachori, Jalebi, Tea, Chocolate Cake"
1589,"Vada Pav, Tea"
1590,"Kachori, Jalebi, Tea, Milkshake"
1591,"Noodles, Manchurian, Sprite"
1592,"Pav Bhaji, Lassi"
1593,"Pasta, Garlic Bread, Coke, Donut"
1594,"Veg Fried Rice, Spring Roll, Sprite"
1595,"Momos, Pepsi, French Fries"
1596,"Burger, Fries, Coke"
1597,"Vada Pav, Tea"
1598,"Momos, Pepsi, Mineral Water"
1599,"Noodles, Manchurian, Sprite, Chocolate Cake"
1600,"Sandwich, Cold Coffee"
1601,"Idli, Sambar, Filter Coffee"
1602,"Pasta, Garlic Bread, Coke, Salad"
1603,"Vada Pav, Tea"
1604,"Pizza, Garlic Bread, Pepsi"
1605,"Pav Bhaji, Lassi"
1606,"Coffee, Brownie"
1607,"Vada Pav, Tea, Salad"
1608,"Burger, Fries, Coke"
1609,"Masala Dosa, Filter Coffee, Muffin"
1610,"Kachori, Jalebi, Tea, Mineral Water"
1611,"Pav Bhaji, Lassi"
1612,"Masala Dosa, Filter Coffee, Soup"
1613,"Idli, Sambar, Filter Coffee, Soup"
1614,"Momos, Pepsi"
1615,"Masala Dosa, Filter Coffee, Salad"
1616,"Masala Dosa, Filter Coffee, Donut"
1617,"Rasgulla, Tea"
1618,"Masala Dosa, Filter Coffee"
1619,"Pav Bhaji, Lassi"
1620,"Samosa, Tea"
1621,"Momos, Pepsi, Sweet Corn"
1622,"Idli, Sambar, Filter Coffee, Milkshake"
1623,"Coffee, Brownie, Fruit Salad"
1624,"Rasgulla, Tea"
1625,"Hot Dog, Veg Burger, Coke"
1626,"Coffee, Brownie"
1627,"Kachori, Jalebi, Tea, Falooda"
1628,"Momos, Pepsi, Soup"
1629,"Samosa, Tea"
1630,"Ice Cream, Brownie"
1631,"Kachori, Jalebi, Tea, Orange Juice"
1632,"Noodles, Manchurian, Sprite"
1633,"Momos, Pepsi"
1634,"Biryani, Raita, Gulab Jamun"
1635,"Coffee, Brownie, Milkshake"
1636,"Pizza, Garlic Bread, Pepsi"
1637,"Ice Cream, Brownie"
1638,"Chole Bhature, Lassi"
1639,"Biryani, Raita, Gulab Jamun"
1640,"Rasgulla, Tea"
1641,"Momos, Pepsi"
1642,"Vada Pav, Tea"
1643,"Burger, Fries, Coke, Sweet Corn"
1644,"Pizza, Garlic Bread, Pepsi"
1645,"Burger, Fries, Coke"
1646,"Kachori, Jalebi, Tea"
1647,"Pasta, Garlic Bread, Coke"
1648,"Ice Cream, Brownie, Muffin"
1649,"Coffee, Brownie"
1650,"Pizza, Garlic Bread, Pepsi"
1651,"Idli, Sambar, Filter Coffee, Donut"
1652,"Pav Bhaji, Lassi"
1653,"Vada Pav, Tea, Falooda"
1654,"Burger, Fries, Coke, Curd"
1655,"Ice Cream, Brownie"
1656,"Vada Pav, Tea, Orange Juice"
1657,"Momos, Pepsi, Sweet Corn"
1658,"Vada Pav, Tea, Lemon Soda"
1659,"Veg Fried Rice, Spring Roll, Sprite, Soup"
1660,"Veg Fried Rice, Spring Roll, Sprite"
1661,"Veg Fried Rice, Spring Roll, Sprite"
1662,"Vada Pav, Tea"
1663,"Pizza, Garlic Bread, Pepsi"
1664,"Rasgulla, Tea, Muffin"
1665,"Idli, Sambar, Filter Coffee"
1666,"Noodles, Manchurian, Sprite, Donut"
1667,"Burger, Fries, Coke"
1668,"Pizza, Garlic Bread, Pepsi"
1669,"Paneer Tikka, Naan, Coke"
1670,"Momos, Pepsi"
1671,"Masala Dosa, Filter Coffee"
1672,"Masala Dosa, Filter Coffee"
1673,"Samosa, Tea, Pickle"
1674,"Noodles, Manchurian, Sprite"
1675,"Paneer Tikka, Naan, Coke"
1676,"Hot Dog, Veg Burger, Coke, Pickle"
1677,"Pasta, Garlic Bread, Coke"
1678,"Samosa, Tea, Fruit Salad"
1679,"Pasta, Garlic Bread, Coke"
1680,"Ice Cream, Brownie"
1681,"Ice Cream, Brownie"
1682,"Veg Fried Rice, Spring Roll, Sprite, Curd"
1683,"Pav Bhaji, Lassi"
1684,"Samosa, Tea"
1685,"Masala Dosa, Filter Coffee"
1686,"Coffee, Brownie"
1687,"Pav Bhaji, Lassi"
1688,"Rasgulla, Tea"
1689,"Paneer Tikka, Naan, Coke"
1690,"Ice Cream, Brownie, Sweet Corn"
1691,"Burger, Fries, Coke"
1692,"Burger, Fries, Coke"
1693,"Pizza, Garlic Bread, Pepsi"
1694,"Veg Fried Rice, Spring Roll, Sprite, Orange Juice"
1695,"Pasta, Garlic Bread, Coke"
1696,"Samosa, Tea"
1697,"Pasta, Garlic Bread, Coke, Salad"
1698,"Pav Bhaji, Lassi"
1699,"Vada Pav, Tea"
1700,"Ice Cream, Brownie"
1701,"Ice Cream, Brownie"
1702,"Noodles, Manchurian, Sprite"
1703,"Pasta, Garlic Bread, Coke"
1704,"Pizza, Garlic Bread, Pepsi"
1705,"Chole Bhature, Lassi"
1706,"Coffee, Brownie"
1707,"Pizza, Garlic Bread, Pepsi, Milkshake"
1708,"Veg Fried Rice, Spring Roll, Sprite"
1709,"Idli, Sambar, Filter Coffee"
1710,"Pav Bhaji, Lassi"
1711,"Ice Cream, Brownie"
1712,"Veg Fried Rice, Spring Roll, Sprite"
1713,"Veg Fried Rice, Spring Roll, Sprite, Orange Juice"
1714,"Biryani, Raita, Gulab Jamun, Orange Juice"
1715,"Noodles, Manchurian, Sprite, Salad"
1716,"Paneer Tikka, Naan, Coke, Milkshake"
1717,"Samosa, Tea, Milkshake"
1718,"Burger, Fries, Coke, Pastry"
1719,"Pizza, Garlic Bread, Pepsi, Pickle"
1720,"Kachori, Jalebi, Tea, Curd"
1721,"Momos, Pepsi"
1722,"Ice Cream, Brownie"
1723,"Coffee, Brownie"
1724,"Masala Dosa, Filter Coffee"
1725,"Noodles, Manchurian, Sprite, Soup"
1726,"Biryani, Raita, Gulab Jamun, Lemon Soda"
1727,"Coffee, Brownie, Curd"
1728,"Veg Fried Rice, Spring Roll, Sprite"
1729,"Kachori, Jalebi, Tea"
1730,"Ice Cream, Brownie"
1731,"Burger, Fries, Coke, Papad"
1732,"Idli, Sambar, Filter Coffee, Falooda"
1733,"Pizza, Garlic Bread, Pepsi"
1734,"Coffee, Brownie"
1735,"Vada Pav, Tea"
1736,"Ice Cream, Brownie"
1737,"Burger, Fries, Coke"
1738,"Pav Bhaji, Lassi"
1739,"Noodles, Manchurian, Sprite"
1740,"Pizza, Garlic Bread, Pepsi, Lemon Soda"
1741,"Coffee, Brownie"
1742,"Vada Pav, Tea, French Fries"
1743,"Biryani, Raita, Gulab Jamun, Lemon Soda"
1744,"Paneer Tikka, Naan, Coke"
1745,"Veg Fried Rice, Spring Roll, Sprite"
1746,"Paneer Tikka, Naan, Coke"
1747,"Biryani, Raita, Gulab Jamun"
1748,"Samosa, Tea, Pickle"
1749,"Pizza, Garlic Bread, Pepsi, Salad"
1750,"Masala Dosa, Filter Coffee"
1751,"Ice Cream, Brownie, Falooda"
1752,"Sandwich, Cold Coffee"
1753,"Idli, Sambar, Filter Coffee"
1754,"Paneer Tikka, Naan, Coke, Soup"
1755,"Vada Pav, Tea"
1756,"Kachori, Jalebi, Tea, Salad"
1757,"Biryani, Raita, Gulab Jamun"
1758,"Noodles, Manchurian, Sprite, Curd"
1759,"Kachori, Jalebi, Tea, Muffin"
1760,"Chole Bhature, Lassi"
1761,"Burger, Fries, Coke"
1762,"Ice Cream, Brownie, Soup"
1763,"Ice Cream, Brownie, Pastry"
1764,"Pasta, Garlic Bread, Coke"
1765,"Pav Bhaji, Lassi"
1766,"Burger, Fries, Coke"
1767,"Ice Cream, Brownie, Salad"
1768,"Burger, Fries, Coke"
1769,"Chole Bhature, Lassi"
1770,"Biryani, Raita, Gulab Jamun, Papad"
1771,"Veg Fried Rice, Spring Roll, Sprite"
1772,"Noodles, Manchurian, Sprite, Orange Juice"
1773,"Hot Dog, Veg Burger, Coke"
1774,"Sandwich, Cold Coffee, Orange Juice"
1775,"Rasgulla, Tea"
1776,"Ice Cream, Brownie"
1777,"Ice Cream, Brownie, Mineral Water"
1778,"Sandwich, Cold Coffee, Donut"
1779,"Coffee, Brownie"
1780,"Hot Dog, Veg Burger, Coke, Mineral Water"
1781,"Veg Fried Rice, Spring Roll, Sprite, Muffin"
1782,"Coffee, Brownie"
1783,"Pasta, Garlic Bread, Coke"
1784,"Samosa, Tea"
1785,"Pav Bhaji, Lassi"
1786,"Paneer Tikka, Naan, Coke, Pickle"
1787,"Hot Dog, Veg Burger, Coke"
1788,"Paneer Tikka, Naan, Coke, Papad"
1789,"Samosa, Tea"
1790,"Coffee, Brownie"
1791,"Idli, Sambar, Filter Coffee"
1792,"Pasta, Garlic Bread, Coke"
1793,"Vada Pav, Tea, Mineral Water"
1794,"Sandwich, Cold Coffee"
1795,"Samosa, Tea"
1796,"Veg Fried Rice, Spring Roll, Sprite, Mineral Water"
1797,"Biryani, Raita, Gulab Jamun"
1798,"Noodles, Manchurian, Sprite"
1799,"Rasgulla, Tea"
1800,"Rasgulla, Tea, Salad"
1801,"Ice Cream, Brownie, Donut"
1802,"Samosa, Tea"
1803,"Hot Dog, Veg Burger, Coke"
1804,"Rasgulla, Tea"
1805,"Pasta, Garlic Bread, Coke, Fruit Salad"
1806,"Noodles, Manchurian, Sprite, Papad"
1807,"Noodles, Manchurian, Sprite, Falooda"
1808,"Kachori, Jalebi, Tea"
1809,"Noodles, Manchurian, Sprite, Orange Juice"
1810,"Masala Dosa, Filter Coffee"
1811,"Rasgulla, Tea"
1812,"Samosa, Tea"
1813,"Momos, Pepsi"
1814,"Pizza, Garlic Bread, Pepsi, Donut"
1815,"Hot Dog, Veg Burger, Coke, Papad"
1816,"Hot Dog, Veg Burger, Coke, Lemon Soda"
1817,"Noodles, Manchurian, Sprite"
1818,"Pav Bhaji, Lassi"
1819,"Idli, Sambar, Filter Coffee"
1820,"Pizza, Garlic Bread, Pepsi"
1821,"Coffee, Brownie, Fruit Salad"
1822,"Sandwich, Cold Coffee"
1823,"Sandwich, Cold Coffee"
1824,"Rasgulla, Tea, Soup"
1825,"Pav Bhaji, Lassi"
1826,"Biryani, Raita, Gulab Jamun"
1827,"Chole Bhature, Lassi"
1828,"Hot Dog, Veg Burger, Coke"
1829,"Pav Bhaji, Lassi"
1830,"Pav Bhaji, Lassi"
1831,"Momos, Pepsi"
1832,"Burger, Fries, Coke"
1833,"Samosa, Tea"
1834,"Hot Dog, Veg Burger, Coke, Milkshake"
1835,"Veg Fried Rice, Spring Roll, Sprite, Orange Juice"
1836,"Pav Bhaji, Lassi"
1837,"Vada Pav, Tea"
1838,"Paneer Tikka, Naan, Coke"
1839,"Vada Pav, Tea"
1840,"Momos, Pepsi"
1841,"Rasgulla, Tea, Sweet Corn"
1842,"Burger, Fries, Coke, Pastry"
1843,"Rasgulla, Tea"
1844,"Samosa, Tea"
1845,"Pizza, Garlic Bread, Pepsi"
1846,"Samosa, Tea, Milkshake"
1847,"Masala Dosa, Filter Coffee"
1848,"Chole Bhature, Lassi"
1849,"Rasgulla, Tea"
1850,"Pasta, Garlic Bread, Coke"
1851,"Veg Fried Rice, Spring Roll, Sprite"
1852,"Momos, Pepsi"
1853,"Masala Dosa, Filter Coffee, Sweet Corn"
1854,"Kachori, Jalebi, Tea, Orange Juice"
1855,"Kachori, Jalebi, Tea"
1856,"Sandwich, Cold Coffee, Pickle"
1857,"Idli, Sambar, Filter Coffee"
1858,"Biryani, Raita, Gulab Jamun, Soup"
1859,"Samosa, Tea, Lemon Soda"
1860,"Noodles, Manchurian, Sprite"
1861,"Noodles, Manchurian, Sprite"
1862,"Samosa, Tea"
1863,"Masala Dosa, Filter Coffee"
1864,"Kachori, Jalebi, Tea"
1865,"Ice Cream, Brownie"
1866,"Vada Pav, Tea, Pastry"
1867,"Kachori, Jalebi, Tea"
1868,"Burger, Fries, Coke"
1869,"Paneer Tikka, Naan, Coke"
1870,"Pav Bhaji, Lassi"
1871,"Noodles, Manchurian, Sprite"
1872,"Momos, Pepsi"
1873,"Chole Bhature, Lassi"
1874,"Rasgulla, Tea, Pastry"
1875,"Sandwich, Cold Coffee"
1876,"Hot Dog, Veg Burger, Coke"
1877,"Biryani, Raita, Gulab Jamun, Sweet Corn"
1878,"Sandwich, Cold Coffee, French Fries"
1879,"Rasgulla, Tea"
1880,"Noodles, Manchurian, Sprite, Lemon Soda"
1881,"Coffee, Brownie"
1882,"Vada Pav, Tea, Milkshake"
1883,"Sandwich, Cold Coffee"
1884,"Paneer Tikka, Naan, Coke"
1885,"Kachori, Jalebi, Tea, Soup"
1886,"Veg Fried Rice, Spring Roll, Sprite"
1887,"Ice Cream, Brownie"
1888,"Pav Bhaji, Lassi"
1889,"Momos, Pepsi, Curd"
1890,"Rasgulla, Tea, Soup"
1891,"Samosa, Tea"
1892,"Vada Pav, Tea"
1893,"Idli, Sambar, Filter Coffee"
1894,"Masala Dosa, Filter Coffee, Fruit Salad"
1895,"Chole Bhature, Lassi"
1896,"Ice Cream, Brownie"
1897,"Pizza, Garlic Bread, Pepsi, French Fries"
1898,"Biryani, Raita, Gulab Jamun"
1899,"Momos, Pepsi"
1900,"Paneer Tikka, Naan, Coke, Milkshake"
1901,"Hot Dog, Veg Burger, Coke"
1902,"Kachori, Jalebi, Tea, Soup"
1903,"Chole Bhature, Lassi"
1904,"Noodles, Manchurian, Sprite, Salad"
1905,"Masala Dosa, Filter Coffee"
1906,"Idli, Sambar, Filter Coffee, Fruit Salad"
1907,"Pasta, Garlic Bread, Coke, Fruit Salad"
1908,"Noodles, Manchurian, Sprite"
1909,"Kachori, Jalebi, Tea, Salad"
1910,"Pav Bhaji, Lassi, French Fries"
1911,"Masala Dosa, Filter Coffee, Milkshake"
1912,"Chole Bhature, Lassi"
1913,"Chole Bhature, Lassi"
1914,"Veg Fried Rice, Spring Roll, Sprite"
1915,"Biryani, Raita, Gulab Jamun"
1916,"Ice Cream, Brownie, Papad"
1917,"Pav Bhaji, Lassi"
1918,"Sandwich, Cold Coffee, Lemon Soda"
1919,"Idli, Sambar, Filter Coffee"
1920,"Rasgulla, Tea, Orange Juice"
1921,"Paneer Tikka, Naan, Coke"
1922,"Ice Cream, Brownie, Curd"
1923,"Coffee, Brownie"
1924,"Noodles, Manchurian, Sprite"
1925,"Ice Cream, Brownie"
1926,"Rasgulla, Tea, Muffin"
1927,"Chole Bhature, Lassi"
1928,"Hot Dog, Veg Burger, Coke"
1929,"Idli, Sambar, Filter Coffee"
1930,"Rasgulla, Tea"
1931,"Momos, Pepsi, Mineral Water"
1932,"Chole Bhature, Lassi"
1933,"Hot Dog, Veg Burger, Coke"
1934,"Hot Dog, Veg Burger, Coke"
1935,"Paneer Tikka, Naan, Coke"
1936,"Noodles, Manchurian, Sprite"
1937,"Sandwich, Cold Coffee, Mineral Water"
1938,"Chole Bhature, Lassi"
1939,"Coffee, Brownie, Orange Juice"
1940,"Momos, Pepsi, Lemon Soda"
1941,"Rasgulla, Tea, Lemon Soda"
1942,"Momos, Pepsi"
1943,"Hot Dog, Veg Burger, Coke"
1944,"Sandwich, Cold Coffee, Lemon Soda"
1945,"Hot Dog, Veg Burger, Coke"
1946,"Pav Bhaji, Lassi, Chocolate Cake"
1947,"Vada Pav, Tea"
1948,"Momos, Pepsi"
1949,"Ice Cream, Brownie"
1950,"Momos, Pepsi"
1951,"Coffee, Brownie"
1952,"Rasgulla, Tea"
1953,"Momos, Pepsi, Fruit Salad"
1954,"Sandwich, Cold Coffee"
1955,"Rasgulla, Tea, Fruit Salad"
1956,"Paneer Tikka, Naan, Coke"
1957,"Ice Cream, Brownie, Papad"
1958,"Chole Bhature, Lassi"
1959,"Masala Dosa, Filter Coffee"
1960,"Vada Pav, Tea"
1961,"Idli, Sambar, Filter Coffee, French Fries"
1962,"Burger, Fries, Coke"
1963,"Chole Bhature, Lassi"
1964,"Coffee, Brownie"
1965,"Sandwich, Cold Coffee, Milkshake"
1966,"Hot Dog, Veg Burger, Coke, Pickle"
1967,"Pav Bhaji, Lassi, Sweet Corn"
1968,"Veg Fried Rice, Spring Roll, Sprite"
1969,"Pav Bhaji, Lassi"
1970,"Chole Bhature, Lassi, Orange Juice"
1971,"Rasgulla, Tea, Falooda"
1972,"Vada Pav, Tea"
1973,"Hot Dog, Veg Burger, Coke"
1974,"Chole Bhature, Lassi, Pastry"
1975,"Momos, Pepsi"
1976,"Masala Dosa, Filter Coffee"
1977,"Samosa, Tea"
1978,"Noodles, Manchurian, Sprite"
1979,"Coffee, Brownie"
1980,"Pasta, Garlic Bread, Coke, Salad"
1981,"Chole Bhature, Lassi, Orange Juice"
1982,"Pizza, Garlic Bread, Pepsi, Milkshake"
1983,"Momos, Pepsi"
1984,"Vada Pav, Tea"
1985,"Coffee, Brownie, Papad"
1986,"Ice Cream, Brownie"
1987,"Sandwich, Cold Coffee, Sweet Corn"
1988,"Vada Pav, Tea"
1989,"Kachori, Jalebi, Tea, Orange Juice"
1990,"Pasta, Garlic Bread, Coke"
1991,"Noodles, Manchurian, Sprite"
1992,"Idli, Sambar, Filter Coffee"
1993,"Chole Bhature, Lassi"
1994,"Idli, Sambar, Filter Coffee"
1995,"Samosa, Tea"
1996,"Coffee, Brownie"
1997,"Kachori, Jalebi, Tea"
1998,"Biryani, Raita, Gulab Jamun, Pickle"
1999,"Hot Dog, Veg Burger, Coke, Curd"
2000,"Sandwich, Cold Coffee"
2001,"Chole Bhature, Lassi, Muffin"
2002,"Pav Bhaji, Lassi"
2003,"Noodles, Manchurian, Sprite"
